f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,y_1,y_2
8.31,25.32,35.14,22.33,7.36,5.69,36.64,47.53,64.77,0,0
1.72,3.44,6.95,44.67,9.71,99.74,55.29,27.91,73.47,1,0
1.81,5.3,14.28,93.98,39.95,42.99,29.82,62.59,56.25,0,0
7.42,24.31,1.13,36.88,19.7,87.48,84.06,56.7,41.52,0,1
2.32,1.83,7.24,25.98,87.48,55.47,53.59,35.36,43.82,1,1
18.5,5.39,13.81,44.34,10.26,68.16,54.92,38.62,51.14,0,0
3.71,8.67,2.25,39.18,10.64,32.27,30.26,35.17,23.51,0,0
5.91,1.41,21.7,8.21,37.54,86.85,59.45,45.76,39.64,1,0
3.16,25.49,6.72,27.83,84.51,14.88,54.37,47.73,64.57,0,0
20.12,2.26,26.03,82.52,84.72,82.21,49.32,31.23,57.37,1,0
3.4,6.5,13.13,47.4,89.48,52.14,53.75,41.64,48.89,1,0
6.76,24.07,27.87,60.33,76.61,30.79,43.23,52.61,61.51,0,1
8.42,7.31,21.49,21.99,9.42,76.37,30.55,32.47,54.94,0,0
20.04,18.97,24.86,1.6,25.81,85.68,59.38,38.86,53.07,1,0
10.64,12.97,11.17,76.68,73.29,4.11,44.38,50.88,52.5,0,0
8.61,3.48,2.41,26.45,30.93,92.47,66.43,46.19,39.54,0,0
4.35,2.05,8.95,37.93,24.3,46.88,41.28,42.87,48.96,1,0
11.06,4.03,4.3,48.94,74.51,76.79,57.79,56.15,77.78,1,0
1.37,2.35,6.33,71.37,2.96,96.14,45.03,45.99,41.81,1,0
17.24,6.7,23.46,58.89,61.07,6.84,54.69,53.61,52.54,0,0
27.95,9.88,1.52,58.22,67.73,15.23,37.49,40.36,47.74,1,0
2.88,10.52,16.86,77.73,12.56,75.07,52.41,59.41,45.03,0,0
17.76,8.48,2.12,21.73,13.26,78.24,49.78,59.51,62.36,0,1
10.64,16.8,1.73,54.98,5.18,45.22,33.88,36.58,36.32,0,1
12.13,42.52,1.55,14.67,94.2,31.1,22.14,43.73,44.0,0,1
1.2,3.44,8.18,54.85,12.71,55.52,27.85,58.2,63.49,0,0
9.22,14.92,10.54,97.55,22.03,61.42,38.53,40.37,33.93,0,0
3.54,18.41,19.53,47.74,72.6,68.52,53.18,40.56,68.13,0,0
5.92,16.1,9.95,28.98,6.1,3.32,31.68,56.54,58.22,0,0
3.79,20.54,3.34,88.94,64.41,18.29,41.16,39.1,58.55,0,1
32.22,1.25,3.32,8.2,22.12,53.73,34.5,31.94,40.49,1,0
7.15,18.7,3.49,21.72,8.1,1.7,62.16,41.46,47.26,0,0
13.32,5.62,22.31,57.74,58.34,29.85,49.19,43.61,43.83,1,0
6.37,13.47,8.68,1.19,39.41,57.35,44.74,49.58,30.69,0,0
2.11,9.52,3.09,18.92,40.94,92.76,55.2,59.55,43.04,0,1
12.0,5.22,8.49,40.18,66.75,18.99,34.83,41.43,51.43,0,1
10.43,22.88,3.62,97.89,54.03,93.67,55.67,66.25,44.31,0,0
6.18,4.21,3.92,52.8,4.34,26.02,49.41,47.88,50.12,0,0
13.56,1.58,5.24,38.29,43.84,10.85,53.77,40.06,50.7,1,0
2.06,1.86,11.7,24.81,6.09,67.23,69.41,51.76,73.36,1,0
4.55,12.61,20.06,89.12,42.4,39.73,55.71,49.42,43.19,0,0
7.37,9.79,17.92,37.72,80.81,25.6,53.42,23.81,54.64,1,0
2.85,3.85,9.27,32.89,70.13,40.03,48.1,57.13,37.75,1,1
19.84,7.9,1.48,64.95,3.97,63.94,56.99,47.27,55.02,0,0
12.66,2.61,3.56,70.55,22.37,40.86,64.0,45.1,41.01,1,0
8.75,61.18,1.24,75.18,84.52,53.58,38.69,70.22,82.53,0,1
2.97,14.42,3.51,12.12,64.8,19.99,39.14,35.8,45.65,1,1
18.57,1.56,1.36,29.91,72.23,11.99,40.3,55.45,44.26,1,0
42.26,15.7,3.68,25.0,37.05,18.74,52.47,61.25,14.59,0,0
17.11,11.93,1.74,42.63,64.15,75.42,52.03,40.7,34.85,0,1
1.09,5.79,1.51,52.64,30.68,61.64,40.75,37.7,44.11,0,1
2.63,6.14,19.74,95.77,31.45,2.97,25.63,27.39,53.73,0,0
12.14,12.08,1.49,89.34,77.88,62.32,34.75,49.2,44.78,1,1
1.54,15.21,8.02,22.85,66.73,1.76,47.07,49.6,53.71,0,0
16.81,6.32,7.86,88.75,39.79,88.54,53.29,59.16,64.5,0,0
1.61,11.11,1.52,41.56,31.15,43.37,65.94,36.68,78.92,0,1
3.26,9.71,4.87,18.83,35.02,72.59,41.64,23.74,62.34,0,0
13.47,13.14,12.1,94.73,28.93,24.68,47.13,31.39,77.7,0,0
5.59,4.63,19.59,67.2,63.03,52.98,35.61,54.51,57.97,1,1
4.36,9.11,1.6,87.56,61.36,7.75,52.5,42.61,54.32,1,1
11.32,7.56,2.47,63.58,61.45,98.17,43.94,42.71,51.49,1,0
6.71,1.76,12.91,43.02,45.72,19.27,52.18,42.74,38.13,1,0
1.89,20.41,6.09,26.56,6.81,34.0,36.78,47.77,39.55,0,0
11.22,4.53,37.23,84.49,58.9,65.69,55.32,67.4,45.83,1,0
1.26,14.09,2.51,27.97,9.61,6.22,58.08,59.94,60.99,0,0
6.72,14.57,1.53,32.47,63.0,14.71,54.05,35.63,55.86,0,1
2.58,15.81,1.95,31.96,20.14,44.36,62.96,38.94,73.11,0,1
13.93,20.17,4.83,76.46,20.92,2.21,47.91,49.53,78.84,0,0
2.82,18.58,13.03,63.1,31.38,55.21,33.83,34.07,48.63,0,0
15.71,33.17,15.72,7.67,29.2,82.34,49.22,37.02,48.09,0,0
4.82,12.54,1.9,34.62,27.34,91.32,52.9,27.06,65.52,0,1
5.22,20.03,14.98,59.77,6.46,49.62,42.67,49.01,55.66,0,0
8.42,5.03,6.1,3.5,10.04,12.93,62.4,56.37,54.25,0,0
59.1,10.68,14.65,52.64,39.79,29.64,43.37,45.21,39.1,0,0
4.95,8.88,12.68,16.99,26.86,75.74,45.49,51.5,39.45,0,0
3.38,3.66,4.17,27.03,19.39,40.96,80.22,66.35,82.5,1,0
28.15,2.16,4.79,45.15,41.6,66.43,52.79,36.72,60.6,0,0
2.68,19.46,6.8,26.98,85.76,74.41,42.89,36.34,57.61,0,1
12.49,3.1,2.1,82.75,27.3,29.6,46.17,54.21,56.98,1,0
9.35,15.24,4.97,99.04,16.82,20.41,62.29,51.45,55.15,0,0
10.18,13.18,5.02,40.82,41.55,94.92,38.76,50.16,50.45,0,0
8.85,4.52,3.9,50.12,96.14,19.65,39.45,47.49,43.51,1,1
13.83,20.43,2.93,90.83,17.02,10.26,49.67,56.79,40.74,0,0
2.65,17.3,3.52,82.95,57.31,35.95,43.93,63.87,38.09,0,1
14.72,2.3,3.31,52.94,66.57,73.39,61.47,58.32,38.96,1,0
9.71,21.87,9.41,12.28,71.74,52.42,48.53,39.05,62.79,0,0
1.68,2.31,3.26,30.13,60.89,29.21,59.84,36.27,59.81,1,1
2.67,28.1,4.22,78.85,49.08,53.96,47.4,75.3,55.04,0,0
2.19,17.4,6.45,22.74,19.39,72.5,52.1,58.46,41.92,0,0
6.93,2.02,10.82,77.88,3.95,74.67,55.88,51.05,65.86,0,0
10.27,1.13,11.68,94.19,44.78,18.19,34.82,29.29,57.07,1,1
3.07,9.8,6.94,66.95,47.66,20.94,63.74,38.78,25.36,0,0
4.15,1.08,1.26,88.93,50.28,89.49,58.8,42.52,38.27,1,0
7.45,3.6,8.56,21.92,52.75,85.81,30.15,38.54,59.72,1,1
2.33,7.88,11.48,51.73,58.36,75.83,57.23,36.74,27.6,0,1
4.47,16.24,18.84,32.9,1.14,28.52,30.78,35.07,26.4,0,0
18.11,2.63,2.56,69.63,4.95,27.75,68.16,48.34,28.19,1,0
4.47,60.96,40.26,48.83,31.84,7.48,39.67,57.25,47.91,0,0
10.16,10.84,6.34,23.7,17.91,43.21,49.52,38.4,39.81,0,0
16.47,6.08,9.79,29.86,40.97,81.76,50.89,19.29,53.78,1,0
23.29,13.07,31.65,77.02,77.02,67.73,46.11,52.72,52.04,1,0
3.92,7.93,9.77,15.31,76.97,77.22,41.59,67.04,50.18,0,0
9.54,12.08,4.43,89.76,83.35,59.77,60.16,18.3,47.33,0,0
4.36,35.3,5.64,51.25,5.71,87.78,52.15,34.36,46.74,0,0
5.18,8.31,2.76,61.44,10.71,91.62,32.51,41.09,65.69,0,0
2.06,2.46,6.15,43.79,90.63,71.62,72.12,57.73,39.71,1,1
5.34,6.45,1.01,9.95,30.23,4.33,50.58,44.96,38.63,0,1
15.26,13.92,1.25,57.02,40.75,78.13,49.52,73.83,54.13,0,1
4.35,12.45,1.9,97.08,6.82,18.55,59.67,55.26,60.31,0,0
6.37,15.87,17.34,78.52,79.89,11.4,49.98,34.55,50.49,0,0
14.53,11.97,6.83,67.05,24.32,61.6,58.04,42.93,62.16,0,0
6.65,8.23,7.38,13.01,11.89,67.58,61.35,36.08,56.99,1,0
13.16,19.01,39.96,14.91,33.12,74.01,65.36,65.5,64.28,0,0
1.97,9.54,1.73,65.83,26.2,8.87,47.66,28.2,66.05,0,1
26.36,1.7,5.38,94.91,33.48,78.64,38.92,44.28,16.33,1,0
1.01,8.28,8.64,52.78,64.49,38.92,45.07,54.27,76.43,0,0
7.95,2.37,7.37,2.26,41.36,71.61,35.76,18.79,45.33,1,0
5.05,3.86,4.11,23.62,45.94,6.47,39.05,59.23,47.36,0,0
6.43,5.48,2.27,91.24,21.66,28.48,45.06,57.95,24.0,1,0
28.31,6.21,4.34,14.45,1.25,86.66,65.74,42.36,63.79,0,0
8.61,11.23,12.18,48.39,79.82,7.68,64.12,44.11,57.53,1,1
5.46,22.99,8.85,26.97,28.47,10.56,54.33,41.36,49.39,0,0
4.6,4.56,15.01,79.31,99.41,35.73,54.2,32.88,34.47,1,0
5.29,1.18,1.86,10.93,86.61,91.45,64.86,34.21,51.46,1,1
1.76,5.85,5.56,85.84,49.45,60.51,19.56,62.3,39.08,0,0
10.38,7.59,40.9,14.15,33.62,55.93,51.5,39.79,36.28,1,0
3.76,10.5,20.54,50.92,62.69,58.4,43.9,26.85,61.48,1,0
41.46,12.53,3.62,91.09,80.35,60.65,50.12,20.68,40.59,0,0
15.53,5.23,1.79,59.97,79.29,90.48,41.44,51.85,73.15,1,1
11.09,28.23,2.22,29.38,27.26,28.43,63.22,57.13,30.71,1,1
10.82,9.44,6.13,40.56,72.78,86.04,48.96,53.87,45.44,0,1
7.76,1.9,19.08,79.57,25.46,68.48,25.68,52.67,45.28,1,0
10.11,2.08,1.39,68.56,28.71,96.63,57.19,54.83,78.48,0,0
2.68,4.51,4.83,26.52,35.28,86.67,69.1,67.12,68.63,0,0
4.06,11.8,9.62,5.08,83.43,9.32,54.89,42.12,38.4,1,0
5.11,4.35,11.62,14.68,62.78,60.95,54.15,47.41,50.05,1,1
8.21,15.33,4.53,8.32,92.39,91.97,45.17,49.7,57.24,0,1
8.5,27.28,1.47,16.18,17.93,74.0,43.04,44.63,35.68,0,1
1.64,2.92,2.69,26.51,32.9,15.94,36.28,47.49,48.59,1,0
10.18,24.09,8.78,42.35,67.9,37.31,56.82,56.44,55.49,0,0
5.19,2.85,33.79,52.44,17.13,13.82,40.0,63.75,39.76,0,0
4.89,3.82,17.43,94.58,39.93,82.66,55.07,28.65,40.62,0,0
19.1,42.71,5.32,39.6,57.32,98.96,75.28,33.72,24.9,0,0
14.79,13.15,17.36,70.12,94.78,31.85,52.12,60.6,59.67,0,0
2.29,18.55,4.73,6.68,21.39,30.09,54.73,47.32,48.38,0,1
16.86,14.99,5.22,49.97,59.45,13.09,55.52,49.35,66.34,0,0
6.57,13.01,6.7,41.35,49.07,32.95,45.81,41.27,56.66,1,0
14.69,9.3,51.64,48.09,11.78,43.79,31.82,46.11,59.38,0,0
6.29,21.96,1.34,50.93,44.68,32.21,53.36,41.52,59.54,0,1
5.09,11.55,7.04,51.92,30.78,54.97,31.1,45.41,72.96,1,0
5.2,12.29,15.98,98.71,49.91,9.37,26.85,49.57,36.04,0,0
10.5,2.28,2.78,55.76,88.07,79.48,33.2,49.96,72.24,1,1
20.06,24.21,3.64,87.4,87.68,48.03,42.27,31.67,66.4,0,0
7.47,1.9,5.11,25.91,34.47,82.1,42.84,43.52,68.78,1,0
14.6,3.88,2.1,37.11,24.14,39.08,52.9,41.02,42.79,1,0
23.74,30.72,1.26,45.51,64.64,79.86,64.01,60.33,51.88,0,1
2.61,6.11,5.01,85.85,34.54,8.32,53.65,30.74,44.04,0,1
1.91,6.37,8.11,19.59,86.86,79.86,44.79,42.44,63.77,1,1
2.21,6.11,15.23,99.82,2.1,19.19,53.67,45.18,53.32,0,0
4.72,9.75,12.61,87.97,5.42,83.64,53.45,24.62,56.06,0,0
10.52,4.27,11.38,48.69,48.02,82.55,50.89,47.69,34.59,1,0
1.39,3.33,3.79,60.89,15.05,92.34,78.37,43.47,37.03,0,0
9.54,5.08,1.19,89.63,26.5,37.6,56.29,44.0,49.21,0,0
15.87,10.33,2.43,42.97,94.09,61.12,30.96,45.12,38.4,0,1
12.94,1.7,3.28,78.95,32.94,92.64,58.44,60.05,55.02,1,0
9.18,1.39,9.98,25.93,40.75,72.11,51.63,64.44,51.75,1,0
12.81,20.09,19.84,17.07,12.78,54.91,55.2,30.85,55.55,0,0
15.12,9.28,1.93,58.39,53.68,21.95,60.39,33.24,33.55,1,0
22.71,2.03,7.26,36.67,1.53,17.86,39.33,41.5,62.96,0,0
20.62,4.33,2.0,83.54,5.46,17.72,40.1,51.55,50.17,0,0
1.75,2.85,1.01,28.55,61.52,5.18,60.08,68.38,34.5,1,1
10.08,6.82,1.56,27.77,33.33,42.97,72.33,47.03,60.45,1,0
1.07,2.57,3.56,4.31,17.3,67.64,41.36,37.58,45.75,0,0
4.65,1.3,12.48,36.85,87.48,76.84,41.57,50.55,35.24,1,0
6.91,8.69,6.06,49.54,37.81,17.43,47.85,26.59,54.84,0,0
3.26,11.15,4.33,64.52,95.37,89.02,27.35,49.19,64.2,0,0
6.12,8.34,3.5,6.94,15.27,34.23,31.61,39.41,50.23,0,1
18.33,14.53,8.43,77.75,62.82,50.01,53.01,45.08,45.34,1,0
2.82,4.32,4.18,75.65,4.92,61.21,51.16,26.21,39.87,0,1
9.58,52.85,8.48,32.17,77.61,78.08,33.91,36.02,47.45,0,1
33.89,13.68,1.54,82.27,53.92,86.1,37.84,38.59,32.55,1,1
9.6,1.81,10.85,36.55,31.91,28.83,53.15,33.45,38.73,1,0
16.72,2.99,20.58,66.98,34.62,58.71,37.89,27.45,37.44,1,0
18.23,3.29,15.3,44.05,78.96,53.99,66.38,45.57,46.04,1,0
34.12,5.51,13.02,43.62,56.67,82.77,63.33,52.96,58.79,0,0
17.45,5.31,4.88,88.73,90.46,19.67,62.38,33.4,68.96,1,0
1.44,3.79,4.86,34.26,74.78,12.31,42.97,60.99,38.44,1,0
2.68,11.04,3.41,64.2,67.42,51.67,64.04,29.63,45.36,1,1
2.3,1.81,5.11,69.8,63.48,99.03,62.03,31.56,29.1,1,1
1.29,2.66,7.7,58.12,31.56,80.4,64.22,59.27,53.88,0,0
4.4,1.0,13.77,89.84,71.24,57.56,46.3,49.43,37.55,1,0
14.86,5.78,3.93,5.18,24.11,96.58,36.52,45.09,30.72,0,0
6.34,10.0,2.13,15.68,55.72,56.54,47.97,53.66,52.18,0,1
3.93,3.31,5.36,44.61,5.27,74.6,46.23,45.42,53.61,0,0
17.73,6.11,1.94,95.89,46.79,81.87,71.14,46.87,25.57,1,0
3.97,3.52,9.12,52.48,19.9,92.92,76.85,53.93,48.0,1,0
16.51,3.35,10.91,10.11,85.21,14.25,57.73,56.72,35.4,1,1
10.88,2.78,8.69,99.97,31.37,45.13,56.99,28.94,65.08,0,0
3.66,4.81,8.49,75.23,16.17,39.22,54.82,33.52,39.79,1,0
8.63,1.26,3.1,14.61,68.85,48.26,59.06,39.74,42.14,1,0
3.06,30.01,14.07,48.34,25.16,75.05,44.5,30.99,33.95,0,0
5.7,14.92,7.01,60.47,39.14,25.12,63.21,46.49,57.34,0,1
2.0,37.56,5.07,35.52,98.37,2.32,61.03,29.27,36.89,0,1
2.27,15.09,7.49,47.31,63.68,20.8,38.32,56.4,52.84,0,0
21.44,7.29,5.77,66.14,72.96,64.18,24.08,31.86,73.56,0,0
53.78,5.12,5.29,56.0,3.11,53.6,48.51,49.41,39.64,0,0
17.91,3.66,23.69,32.27,92.46,74.78,45.35,19.26,48.28,1,1
13.69,4.52,6.33,63.18,93.61,22.34,60.34,36.56,20.47,1,1
8.21,5.83,6.42,64.44,60.55,85.36,56.11,58.07,51.02,0,0
24.17,2.33,10.33,39.4,57.8,79.44,59.51,46.09,35.27,1,0
2.61,6.19,15.13,62.3,34.52,84.36,33.6,42.44,44.08,1,0
3.73,4.58,6.74,97.77,98.58,95.58,67.92,54.92,28.74,1,0
9.4,19.72,6.4,91.37,60.89,4.91,57.04,49.0,66.37,1,0
18.7,11.94,17.83,13.84,14.12,91.59,70.06,57.93,46.69,0,0
20.24,8.31,9.61,62.74,20.35,1.91,51.0,47.12,73.33,0,0
2.88,9.64,7.33,10.09,48.05,94.31,50.93,54.8,51.8,0,0
17.48,4.92,9.58,29.21,23.43,85.38,59.96,35.15,56.21,0,0
4.95,13.99,3.32,90.5,88.21,23.37,69.2,35.8,40.73,0,1
23.78,5.74,16.54,64.09,5.45,67.66,47.89,58.97,70.32,0,0
7.53,2.02,2.45,39.8,63.29,12.03,60.05,42.82,57.68,1,0
16.1,1.96,12.17,1.65,19.07,61.54,66.5,45.01,58.34,0,0
4.25,7.19,1.93,82.12,94.77,12.1,34.42,40.09,39.76,1,1
2.91,6.7,5.99,91.67,22.29,97.16,37.92,44.29,36.72,0,0
10.8,7.7,12.74,50.15,11.29,97.7,39.16,29.19,34.41,0,0
27.31,5.17,9.28,25.69,98.63,89.5,32.3,44.09,55.92,1,0
12.85,2.63,1.72,74.11,74.76,57.62,45.24,53.49,39.82,1,1
4.57,8.44,3.49,34.31,84.19,7.77,50.45,45.19,68.33,1,1
1.12,10.27,3.51,6.58,71.25,6.28,59.12,21.32,24.47,0,1
5.76,11.26,1.14,45.02,39.14,3.38,56.26,64.56,52.49,0,1
4.06,3.24,3.31,77.58,4.27,98.58,49.38,32.39,47.85,0,0
2.3,1.91,2.29,18.09,69.11,83.22,47.45,27.88,53.93,1,0
8.34,7.89,1.52,50.72,35.7,55.95,41.28,43.3,11.3,1,1
9.24,15.8,11.65,65.59,11.93,16.9,34.58,47.93,36.83,0,0
5.95,4.59,3.36,10.96,66.46,40.89,60.41,55.37,50.23,1,0
51.66,6.53,3.03,28.65,48.05,35.05,42.87,33.8,34.72,0,0
24.05,1.77,16.35,34.45,48.98,13.25,47.28,56.58,46.27,1,0
20.34,1.48,3.74,45.54,38.82,57.24,54.71,50.11,33.53,1,0
2.03,2.19,34.53,57.05,93.04,80.17,37.1,45.16,46.32,1,0
5.32,6.85,7.15,58.15,72.31,91.0,51.67,56.7,67.38,0,1
7.28,1.06,7.24,9.1,28.89,51.44,66.11,51.15,57.48,1,0
8.97,29.11,14.87,72.04,61.55,37.41,42.05,49.8,53.49,0,0
18.33,7.96,3.87,33.66,30.53,33.76,39.07,22.03,55.25,0,0
34.09,13.01,12.55,3.75,51.97,17.11,45.55,24.31,18.4,0,0
1.44,19.07,9.88,53.69,32.58,9.01,50.23,47.99,39.46,0,0
6.76,1.72,6.68,95.46,74.16,5.3,43.75,58.39,40.71,1,0
25.45,4.9,1.11,19.89,42.62,15.97,36.52,27.39,53.19,0,1
11.1,14.42,4.96,64.74,14.83,42.7,47.71,32.5,71.57,0,0
1.17,1.76,7.98,15.82,30.19,23.2,43.5,27.0,50.05,1,0
1.18,2.99,6.57,36.37,80.92,7.34,42.39,52.27,53.16,1,1
11.29,12.37,17.56,45.73,77.6,68.07,51.69,46.37,68.99,1,0
19.15,6.29,7.99,75.84,61.88,28.1,31.12,47.34,57.18,1,0
11.81,1.26,11.7,38.29,31.19,28.93,54.94,26.3,33.64,1,0
2.41,4.06,1.11,81.25,16.1,22.92,68.77,46.86,53.16,0,1
9.41,4.8,8.2,87.74,44.01,24.86,29.19,25.21,45.64,1,0
19.53,6.64,3.08,13.25,7.55,23.67,51.35,65.67,50.92,0,0
9.09,7.85,8.39,66.73,8.71,7.35,49.82,33.92,34.58,0,0
18.27,4.52,4.76,18.15,29.75,19.58,57.95,45.56,16.46,0,0
5.31,3.07,12.05,35.75,1.86,62.0,56.33,46.32,47.19,0,0
19.3,3.36,7.24,60.95,93.63,82.82,49.4,28.59,47.1,1,0
5.4,3.62,3.85,41.46,3.55,39.89,60.85,67.27,52.41,0,0
1.55,13.01,9.13,40.34,16.87,93.22,51.5,21.0,26.41,0,0
6.89,47.05,8.74,75.95,67.99,55.55,29.19,33.55,56.06,0,0
8.75,13.07,26.53,72.92,45.68,68.41,45.82,40.5,44.43,1,0
14.23,2.16,3.54,12.56,85.61,77.13,68.92,48.79,45.77,1,0
11.17,12.33,1.92,83.31,3.01,7.49,57.95,32.86,33.86,0,1
9.9,5.05,10.89,49.0,86.07,4.89,41.87,51.68,55.99,1,0
28.5,20.07,5.17,23.63,36.51,31.83,49.13,55.74,55.05,0,0
5.39,10.29,10.28,36.15,93.48,24.53,33.7,41.33,60.72,1,1
15.45,1.98,1.22,19.9,74.74,9.74,56.97,37.12,64.34,1,1
10.25,17.98,3.37,24.86,86.87,97.2,41.66,45.52,58.47,1,0
2.43,20.68,5.63,85.49,60.85,46.75,45.49,28.06,50.19,0,1
1.46,1.32,11.13,88.3,93.36,62.91,40.87,48.49,48.09,1,1
16.58,28.2,3.26,48.76,15.8,83.98,64.6,61.01,48.9,0,1
11.97,1.98,29.52,75.74,31.09,5.19,55.22,46.33,71.58,0,0
1.88,8.95,1.8,37.91,9.9,53.69,31.6,46.5,46.99,0,1
14.74,9.17,4.77,4.78,41.59,57.17,61.72,34.35,63.13,1,0
8.7,10.23,9.03,68.43,30.09,23.73,49.26,55.21,53.21,0,0
4.63,3.58,16.69,70.22,36.78,50.46,50.32,36.29,67.35,1,0
15.38,3.76,6.1,1.81,75.04,31.13,44.39,40.14,58.99,1,0
2.75,3.15,8.21,26.27,73.89,76.91,23.52,39.16,22.73,1,0
6.99,6.04,18.51,35.17,72.54,25.11,53.85,51.12,56.44,0,0
6.63,14.53,4.36,92.65,39.33,39.64,50.12,45.38,68.03,0,0
7.19,2.63,9.28,65.87,31.51,4.54,55.41,39.32,42.02,1,0
5.94,8.56,3.34,99.86,8.16,61.52,59.99,56.99,65.52,0,0
3.72,6.25,14.69,11.3,60.31,10.78,54.47,35.64,57.79,0,1
17.55,6.27,3.82,15.41,18.71,6.23,45.67,41.97,38.91,0,0
3.9,7.33,3.81,56.45,45.73,44.58,71.13,52.23,56.41,1,0
9.98,6.63,5.29,84.44,2.57,53.73,22.73,40.09,52.79,0,0
3.67,11.08,8.96,68.98,70.62,32.43,64.97,53.48,39.67,0,0
5.81,7.85,13.48,33.9,11.3,31.2,61.57,50.14,80.68,0,0
4.42,2.32,4.93,81.06,66.02,22.82,63.37,65.86,50.83,1,0
2.79,27.17,8.58,15.2,16.19,43.61,67.19,43.65,34.86,0,0
10.97,2.07,16.49,49.17,15.46,4.05,82.12,42.92,49.4,0,0
5.94,3.38,25.23,91.5,11.29,71.36,33.5,45.23,29.67,0,0
6.96,30.5,11.17,46.08,92.96,22.25,41.18,38.96,58.82,0,1
1.87,7.23,23.55,13.02,46.34,37.43,47.49,29.5,39.4,0,0
2.65,23.61,6.64,52.95,65.16,89.57,48.99,47.72,58.69,0,0
14.88,9.4,3.29,71.85,90.93,55.15,47.43,41.12,52.17,1,0
4.54,1.24,12.04,84.51,17.51,78.33,57.38,39.39,40.09,1,0
28.82,9.15,1.77,37.25,82.14,22.86,52.89,45.65,51.17,0,1
6.04,21.17,1.06,18.12,34.31,59.07,41.55,42.06,42.33,1,1
3.94,11.78,4.18,28.98,80.17,31.38,61.67,31.62,42.99,0,1
9.49,5.93,2.41,88.34,38.82,86.88,62.0,39.54,51.83,0,0
17.72,1.53,1.79,2.79,38.22,73.99,65.08,53.47,54.49,1,0
15.07,5.57,8.9,6.13,44.6,22.44,30.68,40.48,49.52,0,0
3.5,5.16,9.9,69.46,57.24,83.85,41.45,34.55,64.35,1,0
5.96,1.96,2.97,62.24,90.05,91.12,46.89,49.81,42.59,1,0
3.81,10.14,3.31,74.82,88.99,70.14,50.33,48.58,58.2,0,1
2.44,9.49,14.85,67.63,49.53,9.65,45.3,48.9,54.23,1,0
6.34,14.96,8.66,46.94,29.6,25.41,68.39,58.73,31.43,0,0
4.23,9.38,1.92,51.75,84.24,64.19,45.09,50.01,51.03,1,1
3.36,1.95,9.37,85.98,1.07,24.85,74.06,70.03,45.55,0,0
15.97,17.8,2.48,61.71,49.1,60.77,64.52,48.58,33.8,0,0
3.02,2.77,2.04,39.09,85.03,56.57,54.21,33.08,46.41,1,1
16.25,1.44,1.42,75.29,82.95,61.97,42.51,57.79,31.34,1,0
1.54,1.08,14.83,40.29,52.85,98.97,43.94,64.87,77.76,1,0
4.85,4.73,2.49,99.5,86.75,9.23,72.01,55.56,56.69,1,0
5.78,1.05,8.21,62.67,68.7,43.96,80.04,38.24,60.84,1,1
2.49,5.93,7.63,60.85,82.55,75.64,44.41,28.75,46.68,0,0
2.03,28.91,11.1,77.52,15.37,2.42,51.74,46.54,55.05,0,0
1.51,3.02,5.57,11.31,14.11,96.15,71.46,36.23,38.79,0,0
5.43,5.77,4.81,30.99,29.96,16.64,45.43,41.69,45.47,0,0
3.05,21.01,2.57,27.49,42.22,89.26,43.93,57.01,39.58,0,1
7.35,6.32,13.28,82.97,51.0,59.97,45.94,45.81,31.9,0,0
2.06,4.6,3.74,21.85,23.67,47.61,48.02,36.46,52.85,0,0
14.48,3.84,8.92,3.01,47.29,8.71,42.56,55.47,51.4,1,0
3.14,4.59,7.9,83.04,43.08,20.4,36.79,30.4,57.03,0,0
8.18,11.24,11.18,53.45,30.76,73.99,49.05,48.56,70.72,0,0
3.73,2.48,2.71,84.4,26.97,30.04,45.16,55.91,48.7,0,0
19.15,5.85,1.73,23.21,29.01,29.01,32.42,25.15,37.58,0,0
15.02,26.97,14.14,3.91,6.38,64.67,51.79,44.26,24.59,1,0
4.21,16.09,14.86,96.1,67.31,55.65,44.13,46.8,55.35,0,1
13.5,5.12,4.29,38.99,20.19,24.54,46.35,46.34,41.27,0,0
8.01,11.36,4.7,67.28,56.7,54.17,45.87,53.17,57.28,0,0
8.51,1.28,9.27,44.12,70.36,28.5,44.62,51.29,29.45,1,0
12.54,14.71,7.12,82.16,68.69,28.12,44.69,44.43,68.92,0,1
1.0,20.8,1.6,93.49,39.75,98.15,45.15,50.07,22.0,0,1
24.97,1.49,12.75,80.86,42.49,93.89,51.16,68.11,42.78,1,0
6.26,4.51,6.38,26.75,48.05,47.14,50.98,34.21,48.93,1,0
5.84,3.62,1.73,46.06,66.38,89.66,62.68,49.12,40.25,1,1
1.3,17.94,12.82,98.18,23.15,82.53,47.67,30.35,47.19,0,0
4.06,5.78,14.13,22.32,47.37,70.5,48.13,28.44,49.52,0,0
32.94,9.38,13.92,69.6,69.27,65.73,38.64,7.98,60.35,1,1
16.76,9.15,8.31,46.74,35.65,27.21,52.9,41.06,43.97,1,0
1.21,15.32,6.49,5.33,4.23,59.77,57.85,33.58,41.77,0,0
12.73,3.93,13.6,96.44,61.56,11.32,48.77,21.5,57.82,1,1
46.95,1.07,9.59,69.68,50.38,37.21,65.39,59.2,63.8,1,0
2.14,19.6,1.27,13.55,42.93,75.52,39.89,55.53,48.78,0,1
